#{"t_start": 1752008647.325863, "env_id": "None"}
r,l,t
-2.803676,1,1007.136778
-2.692782,1,1007.188278
-2.69649,1,1007.252137
-2.776975,1,1007.307737
-2.848899,1,1007.37212
-2.717603,1,1007.422862
-2.780702,1,1007.475939
-2.892777,1,1007.542015
-2.672531,1,1007.608075
-2.782054,1,1007.660288
-2.708546,1,1007.720619
-2.747295,1,1007.783484
-2.838914,1,1007.842695
-2.627568,1,1007.915842
-2.786595,1,1007.976298
-2.809497,1,1008.028484
-2.864849,1,1008.098999
-2.779465,1,1008.159261
-2.822118,1,1008.225138
-2.797275,1,1008.276455
-2.890211,1,1008.34096
-2.675518,1,1008.40431
-2.686204,1,1008.461947
-2.792259,1,1008.511268
-2.70345,1,1008.563694
-2.723519,1,1008.624302
-2.699734,1,1008.681464
-2.949386,1,1008.736786
-2.789414,1,1008.799464
-2.726651,1,1008.856499
-2.763544,1,1008.922294
-2.830873,1,1008.972199
-2.818269,1,1009.031255
-2.79707,1,1009.090676
-2.888188,1,1009.146888
-2.699922,1,1009.207546
-2.73672,1,1009.25993
-2.790626,1,1009.325848
-2.808348,1,1009.396076
-2.921622,1,1009.457161
-2.7556,1,1009.508705
-2.712818,1,1009.565279
-2.860601,1,1009.625752
-2.783565,1,1009.676833
-2.918905,1,1009.733994
-2.698799,1,1009.804964
-2.879462,1,1009.864293
-2.759798,1,1009.925117
-2.781139,1,1009.994682
-2.809049,1,1010.058789
-2.598334,1,1010.127135
-2.824157,1,1010.190569
-2.867767,1,1010.271456
-2.687646,1,1010.346391
-2.809938,1,1010.418422
-2.728836,1,1010.491231
-2.941802,1,1010.561516
-2.792451,1,1010.629642
-2.75084,1,1010.700231
-2.674104,1,1010.75724
-2.784061,1,1010.81043
-2.894195,1,1010.871671
-2.742016,1,1010.926437
-2.745831,1,1010.982296
-2.917913,1,1011.038919
-2.763424,1,1011.093101
-2.735252,1,1011.172924
-2.620836,1,1011.237907
-2.74061,1,1011.308622
-2.799334,1,1011.367907
-2.993941,1,1011.442857
-2.696204,1,1011.502403
-2.689679,1,1011.554155
-2.776108,1,1011.626236
-2.742049,1,1011.690774
-2.811964,1,1011.751804
-2.736671,1,1011.810058
-2.728343,1,1011.885947
-2.695262,1,1011.938867
-2.929681,1,1011.999247
-2.609845,1,1012.056082
-2.883961,1,1012.117773
-2.832413,1,1012.171748
-2.742831,1,1012.224
-2.688101,1,1012.287371
-2.756006,1,1012.34539
-2.85114,1,1012.394537
-2.653546,1,1012.446583
-2.779266,1,1012.510213
-2.878327,1,1012.918069
-2.666965,1,1012.967259
-2.812101,1,1013.024773
-2.907777,1,1013.087542
-2.878909,1,1013.143293
-2.724066,1,1013.199931
-2.680074,1,1013.256815
-2.519101,1,1013.311023
-2.78007,1,1013.377284
-2.716262,1,1013.433589
-2.881037,1,1013.487175
-2.557606,1,1013.544243
-2.729804,1,1013.603992
-2.830644,1,1013.65989
-2.641743,1,1013.719262
-2.80057,1,1013.788774
-2.928253,1,1013.853353
-2.908527,1,1013.921583
-2.672903,1,1013.98066
-2.824781,1,1014.031352
-2.704091,1,1014.100012
-2.792361,1,1014.159555
-2.749079,1,1014.220326
-2.650132,1,1014.274491
-2.634643,1,1014.338936
-2.836522,1,1014.390479
-2.761877,1,1014.442136
-2.814231,1,1014.502553
-2.736372,1,1014.563416
-2.888578,1,1014.618869
-2.689072,1,1014.673837
-2.765647,1,1014.730279
-2.941699,1,1014.794181
-2.683021,1,1014.850727
-2.796916,1,1014.903014
-2.849617,1,1014.96939
-2.735074,1,1015.020961
-2.764941,1,1015.073258
-2.702167,1,1015.136994
-2.792332,1,1015.193653
-2.738413,1,1015.257661
-2.605406,1,1015.310677
-2.791559,1,1015.374959
-2.706119,1,1015.437833
-2.816962,1,1015.494825
-2.735554,1,1015.556159
-2.898469,1,1015.608506
-3.003525,1,1015.674262
-2.929332,1,1015.736199
-2.736944,1,1015.795398
-2.646366,1,1015.855335
-2.806041,1,1015.913003
-2.731643,1,1015.971591
-2.618598,1,1016.034357
-2.841269,1,1016.096624
-2.883863,1,1016.153213
-2.866884,1,1016.21254
-2.760127,1,1016.26875
-2.65614,1,1016.32984
-2.898738,1,1016.391346
-2.541168,1,1016.44341
-2.705129,1,1016.492323
-2.714658,1,1016.556046
-2.845036,1,1016.60959
-2.807633,1,1016.659211
-2.68699,1,1016.717344
-2.91076,1,1016.775438
-2.888857,1,1016.838105
-2.872115,1,1016.891913
-2.715814,1,1016.944665
-2.677925,1,1017.009347
-2.781672,1,1017.068299
-2.610116,1,1017.121079
-2.832193,1,1017.185598
-2.596516,1,1017.263601
-2.691605,1,1017.317204
-2.63642,1,1017.373247
-2.712699,1,1017.430294
-2.640996,1,1017.502092
-2.835223,1,1017.554925
-2.775352,1,1017.607071
-2.852799,1,1017.671758
-2.668078,1,1017.72711
-2.744542,1,1017.782138
-2.726109,1,1017.839701
-2.697355,1,1017.902269
-2.504882,1,1017.965473
-2.867569,1,1018.019483
-2.790203,1,1018.071017
-2.646085,1,1018.128417
-2.788557,1,1018.193571
-2.96648,1,1018.254165
-2.592659,1,1018.315885
-2.805524,1,1018.376594
-2.817642,1,1018.439934
-2.715405,1,1018.499815
-2.719627,1,1018.556154
-2.855088,1,1018.72285
-2.713276,1,1019.674439
-2.627649,1,1019.787162
-2.590773,1,1019.916009
-2.831272,1,1019.990035
-2.577195,1,1020.061733
-2.84944,1,1020.142288
-2.701516,1,1020.227777
-2.754357,1,1020.352012
-2.80073,1,1020.427914
-2.85075,1,1020.506474
-2.916606,1,1020.591542
-2.811325,1,1020.654947
-2.789973,1,1020.729096
-2.70987,1,1020.803069
-2.947934,1,1020.886956
-2.624077,1,1021.026587
-2.850052,1,1021.138374
-2.786918,1,1021.228164
-2.864015,1,1021.330163
-2.715392,1,1021.435682
-2.654317,1,1021.551911
-2.659677,1,1021.664021
-2.649434,1,1021.774101
-2.930573,1,1021.85035
-2.740789,1,1021.927513
-2.851712,1,1022.022065
-2.754977,1,1022.096763
-2.765556,1,1022.188678
-2.534602,1,1022.257042
-2.869386,1,1022.334728
-2.769816,1,1022.406556
-2.789401,1,1022.487098
-2.693804,1,1022.560183
-2.731263,1,1022.636738
-2.806015,1,1022.699271
-2.804605,1,1022.769452
-2.932555,1,1022.828249
-2.905216,1,1022.904072
-2.818542,1,1022.972107
-2.7257,1,1023.044735
-2.750533,1,1023.116867
-2.781073,1,1023.192981
-2.723689,1,1023.25053
-2.754145,1,1023.322929
-2.822533,1,1023.407557
-2.699837,1,1023.488403
-2.85062,1,1023.559253
-2.707081,1,1023.632359
-2.791533,1,1023.687291
-2.744116,1,1023.757042
-2.899744,1,1023.825568
-2.670787,1,1023.892644
-2.85228,1,1023.955715
-2.765901,1,1024.030141
-2.767017,1,1024.107473
-2.651549,1,1024.194576
-2.704469,1,1024.28593
-2.694816,1,1024.366719
-2.565718,1,1024.43197
-2.650617,1,1024.494765
-2.781246,1,1024.562812
-2.657542,1,1024.621225
-2.705156,1,1024.683999
-2.832255,1,1024.740685
-2.746149,1,1024.800977
-2.810333,1,1024.859799
-2.789866,1,1024.911311
-2.692648,1,1024.978103
-2.792814,1,1025.037206
-2.708715,1,1025.107051
-2.783372,1,1025.171269
-2.845018,1,1025.243734
-2.719213,1,1025.299606
-2.7934,1,1025.361428
-2.777745,1,1025.43846
-2.802989,1,1025.506084
-2.790379,1,1025.557167
-2.722009,1,1025.61074
-2.82751,1,1025.683598
-2.860679,1,1025.738328
-2.771305,1,1025.789096
-2.891683,1,1025.855801
-2.906878,1,1025.910478
-2.825352,1,1025.974172
-2.74043,1,1026.030602
-2.69348,1,1026.10082
-2.656441,1,1026.154337
-2.731333,1,1026.209158
-2.891828,1,1026.266261
-2.879359,1,1026.323063
-2.868682,1,1026.385957
-2.719737,1,1026.440734
-2.773829,1,1026.494821
-2.827973,1,1026.566919
-2.753566,1,1026.622777
-2.676741,1,1026.686574
-2.669521,1,1026.737248
-2.699427,1,1026.791002
-2.904099,1,1026.857953
-2.661156,1,1026.908923
-2.804789,1,1026.960696
-2.827045,1,1027.023845
-2.751792,1,1027.086721
-2.693156,1,1027.151058
-2.727064,1,1027.20299
-2.805254,1,1027.271038
-2.66135,1,1027.324689
-2.789201,1,1027.37772
-2.692781,1,1027.428473
-2.732381,1,1027.502784
-2.773263,1,1027.557713
-2.885403,1,1027.6066
-2.759429,1,1027.667309
-2.805425,1,1027.73423
-2.694933,1,1027.787546
-2.649674,1,1027.843132
-2.665188,1,1027.908544
-2.785002,1,1027.978086
-3.05831,1,1028.029859
-2.834438,1,1028.082012
-2.611955,1,1028.13464
-2.70377,1,1028.204544
-2.747897,1,1028.265696
-2.754059,1,1028.319263
-2.763935,1,1028.374889
-2.668223,1,1028.438941
-2.757262,1,1028.49353
-2.776385,1,1028.547324
-2.920406,1,1028.606434
-2.734966,1,1028.661216
-2.707304,1,1028.725895
-2.739752,1,1028.78422
-2.916934,1,1028.83638
-2.593122,1,1028.897812
-2.828838,1,1028.953896
-2.801417,1,1029.019179
-2.823887,1,1029.072489
-2.841985,1,1029.141594
-2.704967,1,1029.197172
-2.791037,1,1029.2546
-2.550649,1,1029.320018
-2.808844,1,1029.385943
-2.797805,1,1029.442678
-2.699968,1,1029.493752
-2.891346,1,1029.558809
-2.711625,1,1029.620786
-2.74256,1,1029.682114
-2.789371,1,1029.739315
-3.013057,1,1029.79756
-2.83497,1,1029.8571
-2.721687,1,1029.910223
-2.728761,1,1029.964622
-2.893935,1,1030.028501
-2.631538,1,1030.088893
-2.924248,1,1030.148398
-2.921032,1,1030.206196
-2.783575,1,1030.282551
-2.72692,1,1030.34315
-2.710331,1,1030.400185
-2.789783,1,1030.458616
-2.733007,1,1030.509853
-2.704279,1,1030.576496
-2.86228,1,1030.635751
-2.91805,1,1030.689734
-2.832502,1,1030.744425
-2.809662,1,1030.803013
-2.949793,1,1030.866557
-2.656841,1,1030.921734
-2.844775,1,1030.982844
-2.702638,1,1031.036602
-2.619634,1,1031.106303
-2.988284,1,1031.1645
-3.007855,1,1031.226493
-2.743514,1,1031.294189
-2.830804,1,1031.370367
-3.072708,1,1031.434753
-2.677278,1,1031.487343
-2.762041,1,1031.544298
-2.804946,1,1031.606759
-2.705792,1,1031.661057
-2.873243,1,1031.720208
-2.740082,1,1031.774924
-2.70383,1,1031.837228
-2.892373,1,1031.902831
-2.798942,1,1031.956589
-2.902052,1,1032.020608
-2.77308,1,1032.079033
-2.879681,1,1032.133074
-2.649649,1,1032.200461
-2.862486,1,1032.278332
-2.72724,1,1032.332474
-2.850165,1,1032.402372
-2.805818,1,1032.476628
-2.878153,1,1032.536778
-2.834079,1,1032.594045
-2.692933,1,1032.665061
-2.79264,1,1032.739967
-2.624914,1,1032.80256
-2.717569,1,1032.870889
-2.658743,1,1032.946189
-2.779831,1,1033.003228
-2.594407,1,1033.071952
-2.661946,1,1033.141479
-2.901679,1,1033.213896
-2.51569,1,1033.288814
-2.718562,1,1033.346914
-2.771604,1,1033.419462
-2.856487,1,1033.495699
-2.762991,1,1033.571069
-2.864378,1,1033.649431
-2.744532,1,1033.721157
-2.888665,1,1033.794692
-2.867798,1,1033.873878
-2.73561,1,1033.946608
-2.742061,1,1034.017976
-2.786773,1,1034.109039
-2.62969,1,1034.171957
-2.751192,1,1034.236937
-2.812509,1,1034.316271
-2.70152,1,1034.369413
-2.857292,1,1034.423443
-2.74815,1,1034.491613
-2.730211,1,1034.558307
-2.943412,1,1034.624253
-2.966852,1,1034.676727
-2.78767,1,1034.746615
-2.731402,1,1034.807124
-2.843176,1,1034.859275
-2.780726,1,1034.915644
-2.755882,1,1034.983544
-2.524575,1,1035.037006
-2.989152,1,1035.090714
-2.814597,1,1035.15626
-2.850073,1,1035.21278
-2.813896,1,1035.262568
-2.880778,1,1035.319622
-2.878662,1,1035.386522
-2.778411,1,1035.447721
-2.805572,1,1035.500421
-2.748474,1,1035.559638
-2.756191,1,1035.619067
-2.769115,1,1035.68357
-2.659384,1,1035.736491
-2.6664,1,1035.794694
-2.910046,1,1035.851261
-2.905863,1,1035.911314
-2.777314,1,1035.973274
-2.861054,1,1036.030813
-2.768317,1,1036.08855
-2.871572,1,1036.151529
-2.831599,1,1036.204145
-2.644841,1,1036.263186
-2.806641,1,1036.32312
-2.771639,1,1036.378978
-2.743025,1,1036.440555
-2.846698,1,1036.51163
-2.872904,1,1036.573068
-2.831444,1,1036.624374
-2.857153,1,1036.688278
-2.803021,1,1036.748556
-2.842822,1,1036.810613
-2.86995,1,1036.86887
-2.800911,1,1036.919965
-2.745109,1,1036.985094
-2.615936,1,1037.042017
-2.819646,1,1037.107812
-2.7696,1,1037.169338
-2.752488,1,1037.23032
-2.710887,1,1037.286985
-2.672752,1,1037.355269
-2.648851,1,1037.413067
-2.631431,1,1037.472239
-2.782619,1,1037.533534
-2.71362,1,1037.588581
-2.793968,1,1037.650805
-2.688291,1,1037.706935
-2.894429,1,1037.761168
-2.852521,1,1037.824198
-2.645663,1,1037.882951
-2.749026,1,1037.944528
-2.673566,1,1038.001866
-2.726855,1,1038.066415
-2.691186,1,1038.120938
-2.817603,1,1038.178823
-2.748245,1,1038.238495
-2.785021,1,1038.297658
-2.652729,1,1038.36275
-2.767777,1,1038.422158
-2.716054,1,1038.485862
-2.823357,1,1038.538278
-2.88094,1,1038.594047
-2.887151,1,1038.657103
-2.633421,1,1038.710547
-2.762929,1,1038.763712
-2.598781,1,1038.824956
-2.62954,1,1038.877117
-2.606701,1,1038.937561
-2.782999,1,1039.002572
-2.730159,1,1039.058808
-2.955159,1,1039.121487
-2.726169,1,1039.180111
-2.863495,1,1039.242526
-2.867532,1,1039.301259
-2.731533,1,1039.355969
-2.934236,1,1039.416174
-2.666933,1,1039.476115
-2.887203,1,1039.538275
-2.953591,1,1039.600189
-2.708547,1,1039.650687
-2.701973,1,1039.710943
-2.832522,1,1039.769582
-2.563092,1,1039.833282
-2.893108,1,1039.887853
-2.875729,1,1039.949642
-2.846519,1,1040.004442
-2.737953,1,1040.069774
-2.576739,1,1040.126313
-2.761435,1,1040.179207
-2.747066,1,1040.239684
-2.729792,1,1040.296113
-2.842018,1,1040.350071
-2.788002,1,1040.40984
-2.665378,1,1040.472452
-2.751031,1,1040.529269
-2.873297,1,1040.59955
-2.8073,1,1040.669919
-2.891509,1,1040.749769
-2.670036,1,1040.816988
-2.782614,1,1040.867674
-2.750885,1,1040.921893
-2.640004,1,1040.976851
-2.939813,1,1041.034963
-2.708487,1,1041.091067
-2.806049,1,1041.15369
-2.61609,1,1041.210701
-2.75759,1,1041.267865
-2.881504,1,1041.327567
-2.760861,1,1041.389108
-2.702193,1,1041.44065
-2.907452,1,1041.505203
-2.761993,1,1041.568138
-2.790304,1,1041.621775
-2.695432,1,1041.674221
-2.794672,1,1041.733058
-2.793195,1,1041.792339
-2.761678,1,1041.861811
-2.725217,1,1041.916627
-2.595165,1,1041.975476
-2.771931,1,1042.038388
-2.806915,1,1042.092265
-2.742827,1,1042.142954
-2.693165,1,1042.193328
-2.756443,1,1042.261912
-2.586391,1,1042.320319
-2.839789,1,1042.377238
-2.720884,1,1042.436547
-2.691968,1,1042.49417
-2.757513,1,1042.556705
-2.783655,1,1042.617377
-2.750053,1,1042.671829
-2.941601,1,1042.737988
-2.810393,1,1042.798275
-2.77791,1,1042.858227
-2.618533,1,1042.916294
-2.771769,1,1042.973067
-2.829792,1,1043.027339
-2.828208,1,1043.085075
-2.909933,1,1043.149643
-2.700865,1,1043.213788
-2.787693,1,1043.269195
-2.872367,1,1043.334327
-2.623008,1,1043.3971
-2.703156,1,1043.453561
-2.780925,1,1043.50589
-2.711058,1,1043.560099
-2.676838,1,1043.620775
-2.864071,1,1043.677368
-2.698748,1,1043.740039
-2.749662,1,1043.803892
-2.824128,1,1043.885043
-2.798941,1,1043.955868
-2.766826,1,1044.010979
-2.682073,1,1044.06293
-2.698799,1,1044.140266
-2.826383,1,1044.200456
-2.764162,1,1044.254663
-2.547298,1,1044.31913
-2.806849,1,1044.386093
-2.630627,1,1044.439369
-3.105813,1,1044.505421
-2.697769,1,1044.561397
-2.587227,1,1044.627722
-2.742962,1,1044.682256
-2.674761,1,1044.751795
-2.75238,1,1044.817786
-2.572848,1,1044.873788
-2.821919,1,1044.933329
-2.64491,1,1045.013109
-2.725049,1,1045.073066
-2.671693,1,1045.126927
-2.721052,1,1045.202321
-2.879411,1,1045.263664
-2.850655,1,1045.331291
-2.798614,1,1045.381824
-2.87602,1,1045.438303
-2.688299,1,1045.493489
-2.713785,1,1045.56216
-2.862558,1,1045.618167
-2.816411,1,1045.676484
-2.520203,1,1045.74018
-2.763457,1,1045.792372
-2.755993,1,1045.857475
-2.527351,1,1045.920724
-2.683281,1,1045.979361
-2.875817,1,1046.038116
-2.86623,1,1046.097419
-2.618776,1,1046.161317
-2.725691,1,1046.22306
-2.661788,1,1046.284186
-2.758121,1,1046.333592
-2.692973,1,1046.393966
-2.838544,1,1046.459014
-2.845105,1,1046.517311
-2.864435,1,1046.571008
-2.745287,1,1046.639748
-2.782438,1,1046.699327
-2.830561,1,1046.750851
-2.764386,1,1046.810219
-2.876034,1,1046.879184
-2.627699,1,1046.953372
-2.883845,1,1047.007283
-2.762962,1,1047.059383
-2.794274,1,1047.125272
-2.603508,1,1047.177191
-2.892743,1,1047.231027
-2.85443,1,1047.299968
-3.080161,1,1047.353558
-2.688172,1,1047.410223
-2.80976,1,1047.471407
-2.838783,1,1047.52995
-2.869078,1,1047.589052
-2.890449,1,1047.644466
-2.816647,1,1047.706956
-2.719662,1,1047.763338
-2.82722,1,1047.830261
-2.720154,1,1047.887757
-2.618225,1,1047.942725
-2.835349,1,1048.002834
-2.866892,1,1048.066315
-2.689237,1,1048.126683
-2.800002,1,1048.182896
-2.876384,1,1048.244276
-2.854956,1,1048.302513
-2.745449,1,1048.371069
-2.697356,1,1048.425064
-2.841931,1,1048.478283
-2.851821,1,1048.535013
-2.670977,1,1048.593973
-2.855989,1,1048.652412
-2.809871,1,1048.716288
-2.795998,1,1048.772141
-2.881885,1,1048.837547
-2.67866,1,1048.891033
-2.729796,1,1048.952992
-2.733009,1,1049.007585
-2.810319,1,1049.066872
-2.663277,1,1049.133155
-2.632957,1,1049.188535
-2.695751,1,1049.250774
-2.659452,1,1049.309836
-2.900957,1,1049.372049
-2.788594,1,1049.432668
-2.863395,1,1049.505642
-2.989878,1,1049.559877
-2.666616,1,1049.621666
-2.714918,1,1049.673498
-2.769198,1,1049.729162
-2.738292,1,1049.78787
-2.595483,1,1049.847918
-2.5944,1,1049.907643
-2.799848,1,1049.969112
-2.788665,1,1050.03114
-2.71376,1,1050.090253
-2.697805,1,1050.150697
-2.753284,1,1050.221613
-2.578079,1,1050.276906
-2.935038,1,1050.338333
-2.743721,1,1050.393742
-2.777129,1,1050.460345
-2.709136,1,1050.519716
-2.788485,1,1050.582826
-2.897354,1,1050.635996
-2.68978,1,1050.695199
-2.619684,1,1050.756619
-2.616202,1,1050.81078
-2.806286,1,1050.869563
-2.48776,1,1050.926583
-3.077928,1,1050.987839
-2.804936,1,1051.054513
-2.651704,1,1051.108047
-2.584355,1,1051.174969
-2.756255,1,1051.236674
-2.861895,1,1051.301988
-2.784393,1,1051.354876
-2.8519,1,1051.422058
-2.776342,1,1051.47471
-2.671183,1,1051.531148
-2.725838,1,1051.591167
-2.790196,1,1051.652745
-2.846689,1,1051.718799
-2.836901,1,1051.771274
-2.87908,1,1051.836187
-2.794951,1,1051.894903
-2.828832,1,1051.954793
-2.70969,1,1052.011488
-2.845164,1,1052.076761
-2.93079,1,1052.136944
-2.8273,1,1052.191801
-2.955211,1,1052.255997
-2.833696,1,1052.311211
-2.794702,1,1052.375163
-2.678148,1,1052.434992
-2.814299,1,1052.49313
-2.649538,1,1052.554034
-2.813625,1,1052.608528
-2.766411,1,1052.669339
-2.821281,1,1052.724122
-2.933375,1,1052.784349
-2.720397,1,1052.839957
-2.9946,1,1052.894204
-2.820346,1,1052.95015
-2.966075,1,1053.016758
-2.79642,1,1053.082393
-2.658184,1,1053.135959
-2.661902,1,1053.189048
-2.708121,1,1053.245425
-2.645121,1,1053.31113
-2.897855,1,1053.371649
-2.641472,1,1053.429615
-2.611885,1,1053.49406
-2.754198,1,1053.551432
-2.701284,1,1053.602373
-2.544347,1,1053.664798
-2.716701,1,1053.721166
-2.93718,1,1053.778329
-2.764798,1,1053.839734
-2.763663,1,1053.898244
-2.950719,1,1053.965865
-2.894645,1,1054.022222
-2.899806,1,1054.079898
-2.801278,1,1054.138965
-2.805014,1,1054.194649
-2.583389,1,1054.257607
-2.778843,1,1054.313854
-2.727489,1,1054.371803
-2.765366,1,1054.425556
-2.847829,1,1054.490596
-2.678472,1,1054.541846
-2.638411,1,1054.600087
-2.822854,1,1054.656827
-2.771643,1,1054.721153
-2.834448,1,1054.777121
-2.621621,1,1054.841054
-2.818678,1,1054.914132
-2.99185,1,1054.966307
-2.846525,1,1055.019281
-2.694631,1,1055.084637
-2.861289,1,1055.143187
-2.793974,1,1055.217511
-2.800905,1,1055.284098
-2.746927,1,1055.349968
-3.053091,1,1055.407694
-2.858656,1,1055.468867
-2.703879,1,1055.520569
-2.723859,1,1055.582013
-2.916217,1,1055.634857
-2.677482,1,1055.692702
-2.927622,1,1055.764383
-2.591008,1,1055.822242
-2.747273,1,1055.883531
-2.698258,1,1055.937201
-2.816674,1,1056.010189
-2.706614,1,1056.064484
-2.69125,1,1056.125384
-2.676562,1,1056.185467
-2.841718,1,1056.253982
-2.658683,1,1056.317979
-2.906275,1,1056.393804
-2.80311,1,1056.458679
-2.734997,1,1056.514683
-2.858154,1,1056.568795
-2.844804,1,1056.622935
-2.725199,1,1056.684127
-2.791558,1,1056.749056
-2.600977,1,1056.806234
-2.820406,1,1056.857445
-2.768117,1,1056.928986
-2.749504,1,1056.9878
-2.832334,1,1057.050839
-2.780385,1,1057.109242
-2.777945,1,1057.177184
-2.732017,1,1057.232324
-2.706909,1,1057.285923
-2.68598,1,1057.349917
-2.812011,1,1057.405903
-2.723478,1,1057.472858
-2.750871,1,1057.52336
-2.830188,1,1057.584813
-2.754952,1,1057.641657
-2.81509,1,1057.697359
-2.741625,1,1057.759233
-2.73201,1,1057.823713
-2.877111,1,1057.886327
-2.7632,1,1057.939295
-2.832176,1,1057.991848
-2.767795,1,1058.05234
-2.833511,1,1058.114694
-2.921686,1,1058.182193
-2.66113,1,1058.237075
-2.64739,1,1058.293483
-2.689363,1,1058.364942
-2.749748,1,1058.43456
-2.769673,1,1058.518729
-2.892749,1,1058.58371
-2.779123,1,1058.643684
-2.82072,1,1058.692648
-2.646696,1,1058.762881
-3.003278,1,1058.828618
-2.722515,1,1058.884731
-2.707344,1,1058.94219
-2.703728,1,1059.006211
-2.681505,1,1059.065103
-2.917699,1,1059.120075
-2.730644,1,1059.182365
-2.888413,1,1059.241028
-2.608405,1,1059.303934
-2.688505,1,1059.361466
-2.828653,1,1059.415932
-2.695232,1,1059.488266
-2.734575,1,1059.543144
-2.681676,1,1059.60244
-2.759411,1,1059.654252
-2.5832,1,1059.708067
-2.756214,1,1059.772916
-2.847332,1,1059.826078
-2.794809,1,1059.886527
-2.504616,1,1059.947514
-2.808709,1,1060.009921
-2.52409,1,1060.068514
-2.590868,1,1060.129803
-2.995198,1,1060.189805
-2.741465,1,1060.254213
-2.904053,1,1060.30687
-2.948754,1,1060.357394
-2.800129,1,1060.425796
-2.83114,1,1060.487969
-2.815,1,1060.540174
-2.799217,1,1060.598342
-2.624842,1,1060.659882
-2.753569,1,1060.719646
-2.773919,1,1060.771106
-2.843498,1,1060.835925
-2.74061,1,1060.901517
-2.813357,1,1060.964623
-2.888001,1,1061.022215
-2.850253,1,1061.073729
-2.897388,1,1061.13714
-2.932274,1,1061.198791
-2.807174,1,1061.258697
-2.787019,1,1061.318775
-2.780098,1,1061.387976
-2.641797,1,1061.442351
-2.680953,1,1061.504446
-2.696516,1,1061.571048
-2.79598,1,1061.637544
-2.803992,1,1061.693771
-2.753597,1,1061.743955
-2.820097,1,1061.80717
-2.777804,1,1061.867533
-2.79431,1,1061.924574
-2.65206,1,1061.98477
-2.668048,1,1062.047671
-2.91027,1,1062.108005
-2.813677,1,1062.163161
-2.799418,1,1062.225042
-2.725823,1,1062.292494
-2.821509,1,1062.351142
-2.714495,1,1062.405018
-2.850136,1,1062.459754
-2.905189,1,1062.523161
-2.737078,1,1062.58633
-2.906274,1,1062.639068
-2.824639,1,1062.690606
-2.838912,1,1062.749002
-2.706474,1,1062.811737
-2.567308,1,1062.866563
-2.844159,1,1062.923376
-2.738576,1,1062.978653
-2.839151,1,1063.03551
-2.760267,1,1063.096251
-2.749548,1,1063.150278
-2.892572,1,1063.215222
-2.661347,1,1063.270627
-2.808181,1,1063.324624
-2.871888,1,1063.380388
-3.076737,1,1063.44607
-2.849714,1,1063.512476
-2.749433,1,1063.569341
-2.785776,1,1063.624319
-2.811422,1,1063.690717
-2.715494,1,1063.75036
-2.981221,1,1063.807821
-2.70016,1,1063.866358
-2.742255,1,1063.92966
-2.632856,1,1063.989987
-2.881047,1,1064.040883
-2.808272,1,1064.099359
-2.455895,1,1064.166773
-2.824302,1,1064.227395
-2.848537,1,1064.28117
-2.741079,1,1064.341301
-2.780197,1,1064.404961
-2.856247,1,1064.467883
-2.744645,1,1064.524914
-2.752595,1,1064.582967
-2.788942,1,1064.642645
-2.86134,1,1064.70152
-2.888511,1,1064.765717
-2.799739,1,1064.825358
-2.916458,1,1064.892247
-2.872007,1,1064.949411
-2.895797,1,1065.007397
-3.052358,1,1065.069364
-2.70967,1,1065.13401
-2.762553,1,1065.189037
-2.825094,1,1065.242636
-2.778398,1,1065.298289
-2.825552,1,1065.360585
-2.913349,1,1065.425838
-2.849918,1,1065.48893
-2.898315,1,1065.574344
-2.77501,1,1065.636889
-2.712754,1,1065.702001
-2.775624,1,1065.767689
-2.868551,1,1065.823981
-2.758961,1,1065.877722
-2.797049,1,1065.937206
-2.816289,1,1066.007498
-2.630522,1,1066.062839
-2.898787,1,1066.119572
-2.674295,1,1066.182304
-2.603789,1,1066.240372
-2.699747,1,1066.296868
-2.658297,1,1066.359192
-2.883828,1,1066.436555
-2.651135,1,1066.493449
-2.825513,1,1066.55417
-2.604842,1,1066.613434
-2.803129,1,1066.671372
-2.784777,1,1066.735893
-2.831195,1,1066.789773
-2.794838,1,1066.853364
-2.76404,1,1066.919349
-2.876233,1,1066.979253
-2.91273,1,1067.035827
-2.746511,1,1067.099444
-2.852664,1,1067.158659
-2.935254,1,1067.222118
-2.784821,1,1067.277785
-2.795496,1,1067.336229
-2.748995,1,1067.399737
-2.623179,1,1067.452148
-2.729317,1,1067.523263
-2.570488,1,1067.584225
-2.797546,1,1067.648749
-2.651699,1,1067.703051
-2.740173,1,1067.771757
-2.696192,1,1067.832163
-3.016155,1,1067.889245
-2.758209,1,1067.943763
-2.693056,1,1068.003731
-2.76949,1,1068.069696
-2.760763,1,1068.123896
-2.725355,1,1068.183913
-2.743541,1,1068.243966
-2.782012,1,1068.302293
-2.837608,1,1068.376832
-2.622409,1,1068.439306
-2.713834,1,1068.503921
-2.653739,1,1068.557435
-2.687407,1,1068.623433
-2.707541,1,1068.700476
-2.796942,1,1068.757457
-2.583574,1,1068.819726
-2.920185,1,1068.878293
-2.888279,1,1068.949552
-2.883142,1,1069.003725
-2.905617,1,1069.066828
-2.819244,1,1069.12014
-2.733604,1,1069.177229
-2.777055,1,1069.235642
-2.68833,1,1069.291526
-2.7522,1,1069.363632
-2.68051,1,1069.42223
-2.678683,1,1069.484104
-2.960999,1,1069.541262
-2.737764,1,1069.606846
-2.752172,1,1069.668584
-2.938862,1,1069.731225
-2.804247,1,1069.784143
